Mot	FREQ_Mean	FREQ_SD	FREQ_StResiduals	IMAGE_Mean	IMAGE_SD	IMAGE_StResiduals
étalon	2.71	1.42	0.6163	5.11	4.54	1.7242
étamine	1.69	0.92	-0.4979	2.30	3.24	0.8995
étang	3.11	1.37	-0.2258	6.15	1.42	-0.4458
étape	5.38	1.12	-1.0534	3.04	2.53	-0.6346
été	6.02	0.94	-0.7366	4.98	3.28	-0.0961
étendue	3.88	1.32	-0.9671	3.50	2.82	-0.6590
étincelle	3.47	1.35	-0.6348	6.08	1.17	-0.6588
étoffe	2.08	1.19	0.1149	3.70	3.96	0.6188
étoile	4.98	1.11	-1.6937	6.77	0.19	0.2423
étonnement	3.54	1.49	0.3993	2.98	1.80	-1.1425
étourderie	1.64	0.95	-0.2170	1.98	1.37	-0.1477
étourdissement	3.53	1.30	-1.0199	3.59	2.62	-0.8903
étranger	4.77	1.30	-0.6947	3.98	2.76	-0.8755
étreinte	2.68	1.25	-0.5601	3.43	4.16	1.0267
étrier	2.22	1.18	-0.2351	3.88	5.86	3.8522
étui	3.47	1.59	1.2602	5.32	3.10	-0.0540
euphorie	2.90	1.40	0.2198	3.01	3.28	0.1562
évacuation	3.63	1.37	-0.5575	3.62	2.86	-0.6787
évaluation	4.67	1.39	-0.1365	2.95	2.62	-0.4700
évasion	3.21	1.30	-0.8158	3.02	2.59	-0.5602
éveil	3.84	1.61	1.3177	3.71	2.92	-0.6426
événement	4.98	1.29	-0.5335	2.91	1.99	-0.9514
éventail	2.95	1.37	-0.0610	6.20	1.23	-0.4586
évêque	2.72	1.29	-0.3437	5.47	2.22	-0.7431
éviction	2.30	1.32	0.5513	2.23	2.43	0.1898
évidence	4.15	1.24	-1.4884	2.62	1.80	-0.7826
évier	4.00	1.46	0.0805	5.87	2.82	0.2300
exaltation	2.05	1.01	-0.8842	2.36	1.72	-0.5132
excellence	4.77	1.44	0.3355	2.55	2.40	-0.2523
exception	4.65	1.22	-1.3451	2.47	2.07	-0.4151
excès	4.13	1.16	-2.0090	3.01	2.37	-0.7448
excitabilité	2.60	1.08	-1.5055	2.58	1.90	-0.6658
excitation	4.48	1.32	-0.7890	3.20	2.34	-0.9180
exclamation	3.87	1.43	-0.1542	3.77	3.42	-0.1035
exclusion	3.36	1.36	-0.4975	2.47	1.80	-0.6048
exclusivité	3.60	1.28	-1.1874	2.19	1.72	-0.2782
exécution	3.69	1.29	-1.1472	2.98	2.04	-0.9736
exigence	4.56	1.30	-0.8746	2.36	1.32	-0.7242
exil	2.64	1.08	-1.5656	2.73	2.76	-0.1320
existence	3.80	1.01	-2.8993	2.32	2.02	-0.2621
exotisme	2.77	1.47	0.9225	3.47	2.50	-0.9499
expansion	3.48	1.39	-0.3456	2.94	2.28	-0.7589
expédition	3.73	1.50	0.4165	3.41	2.76	-0.6778
expert	4.47	1.32	-0.7954	3.66	3.24	-0.2814
expertise	3.63	0.96	-3.1230	2.51	1.77	-0.6706
exploit	3.94	1.19	-1.8443	2.87	2.37	-0.6192
exploitation	3.88	1.33	-0.8960	2.59	1.77	-0.7652
explosion	4.30	1.23	-1.5024	5.25	2.37	-0.8112
exportation	3.94	1.38	-0.5329	2.88	2.31	-0.6792
exposé	4.07	1.27	-1.3035	3.18	2.79	-0.4984
exposition	4.29	1.28	-1.1697	3.63	2.96	-0.5778
expression	5.18	1.19	-0.9324	3.00	2.10	-0.9487
expulsion	3.66	1.31	-0.9990	3.08	2.53	-0.6670
extase	2.77	1.17	-1.2045	2.94	3.17	0.0948
extension	3.97	1.42	-0.2310	3.47	3.57	0.2015
extraction	3.23	1.31	-0.7619	3.20	2.62	-0.6697
extrait	4.13	1.32	-0.9434	2.91	2.16	-0.8250
exubérance	1.91	0.95	-0.8862	1.98	1.72	0.0412
fable	2.66	1.33	0.0231	3.27	2.56	-0.7764
fabrication	4.06	1.12	-2.2679	3.25	2.62	-0.7042
facette	3.02	1.46	0.5473	3.04	2.96	-0.2182
fâcheux	3.32	1.36	-0.4706	2.77	2.07	-0.7543
façon	5.77	1.25	0.5176	2.18	1.74	-0.2477
facture	5.25	1.34	0.1911	5.48	1.66	-1.1145
faculté	5.19	1.30	-0.1823	2.73	1.90	-0.8316
faille	2.73	1.33	-0.0761	3.76	4.20	0.9485
faillite	3.94	1.41	-0.3082	3.02	2.92	-0.2372
faim	5.94	1.41	2.0397	3.62	3.50	0.0393
fainéant	1.98	0.96	-0.9947	2.37	2.34	-0.0793
faire-part	2.18	1.42	1.5202	2.68	3.57	0.8328
faisan	1.86	1.06	-0.1748	3.52	6.10	4.4914
faisceau	2.66	1.33	0.0231	3.94	3.61	0.0899
faîte	2.73	1.88	4.6653	1.41	0.85	0.6772
fakir	1.24	0.49	-0.8498	2.61	4.62	2.4289
famille	5.94	1.20	0.5677	5.30	2.22	-0.8936
famine	3.59	1.51	0.5397	3.65	3.50	0.0276
fan	3.51	1.74	2.5816	3.70	5.48	3.1410
fanfare	2.38	1.45	1.3723	4.45	4.20	0.9155
fanion	1.52	0.96	0.1588	2.15	3.06	0.9150
fantaisie	3.62	1.37	-0.5541	3.11	3.17	-0.0472
fantôme	3.87	1.37	-0.6054	5.98	2.02	-0.3172
faon	1.83	0.95	-0.6967	5.00	5.06	2.5432
fard	2.48	1.33	0.3041	3.69	5.20	2.6226
fascicule	1.98	1.29	0.9994	2.65	2.82	0.0201
faste	1.65	1.00	0.0186	1.67	1.39	0.3940
fatalité	3.21	1.47	0.4489	2.88	3.03	-0.0039
faubourg	1.90	1.19	0.5164	2.47	2.53	-0.0462
faucon	2.57	0.99	-1.9595	6.30	1.42	-0.2210
faussaire	1.66	0.84	-0.7982	1.92	1.39	-0.0391
faute	5.38	1.11	-1.1133	3.27	3.80	0.6180
fauve	2.20	1.27	0.3966	3.62	5.38	2.9923
faveur	4.37	1.63	1.6032	2.83	2.56	-0.4168
fécondité	2.68	1.18	-1.0170	3.23	3.28	-0.0124
fédération	3.91	1.37	-0.6069	2.61	2.22	-0.4706
feinte	2.38	1.33	0.4763	2.70	2.66	-0.1944
femme	6.31	0.92	-0.0861	6.20	1.51	-0.3227
fémur	2.62	1.60	2.2068	5.09	4.54	1.7107
fenêtre	5.69	1.16	-0.2317	6.90	0.09	0.4897
fente	3.26	1.27	-1.0625	4.44	3.06	-0.5474
fer-à-cheval	2.59	1.45	1.0238	6.38	1.25	-0.1706
fermeté	3.13	1.38	-0.1705	2.97	2.25	-0.8095
fermeture	4.61	1.37	-0.3345	4.11	2.86	-0.7879
ferrailleur	1.74	1.04	0.0064	2.52	3.06	0.4197
fertilité	3.45	1.44	0.0502	2.93	2.86	-0.2280
ferveur	2.36	1.26	0.0253	2.23	2.04	-0.1173
fesse	5.19	1.34	0.1013	6.52	0.92	-0.0656
festin	3.01	1.35	-0.2723	4.87	3.03	-0.4330
festival	4.45	1.19	-1.6841	4.90	2.79	-0.6622
fête	5.54	1.21	-0.2064	5.00	2.53	-0.8500
fétiche	2.23	1.15	-0.4424	2.80	2.50	-0.4438
feu	5.09	1.46	0.8632	6.54	0.74	-0.0845
feuillage	3.25	1.38	-0.2720	5.47	1.66	-1.1240
feuillet	3.27	1.49	0.5606	5.02	2.50	-0.8658
feuilleton	2.50	1.26	-0.2159	3.83	2.34	-1.2192
février	5.61	1.42	1.4103	3.67	3.61	0.1619
fez	1.26	0.58	-0.6529	1.45	1.54	0.8879
fiabilité	3.75	1.26	-1.3667	2.27	1.80	-0.3422
fiacre	1.17	0.50	-0.6037	1.69	1.69	0.5195
fiancé	4.33	1.60	1.3232	4.42	3.31	-0.2701
fiancée	4.54	1.50	0.6148	5.00	2.53	-0.8500
fiasque	1.70	1.08	0.3358	1.70	1.21	0.2559
fibre	4.02	1.62	1.4059	4.43	3.46	-0.0925
ficelle	3.05	1.55	1.2441	6.06	1.54	-0.5094
fichier	4.62	1.57	1.2527	4.79	2.62	-0.8734
fiction	4.08	1.39	-0.4445	2.91	2.72	-0.3413
fidélité	4.23	1.34	-0.7708	2.43	1.82	-0.5374
fief	1.41	0.89	0.1230	1.45	0.85	0.5973
fiel	1.43	0.85	-0.1217	1.76	2.31	0.8324
fiente	1.61	0.99	0.0710	2.31	3.57	1.2849
fierté	4.56	1.35	-0.5188	2.75	2.16	-0.6686
figue	2.31	1.40	1.1170	4.22	5.11	2.3742
figure	4.88	1.25	-0.9226	4.98	3.24	-0.1376
fil	4.34	1.64	1.6760	5.66	2.69	-0.1433
fille	6.15	0.89	-0.6579	6.54	0.56	-0.1252
filleul	2.84	1.54	1.3981	3.50	4.16	0.9907
film	6.01	0.97	-0.6069	6.11	1.44	-0.4909
filon	1.65	1.02	0.1271	2.38	3.24	0.7927
filou	1.62	0.88	-0.5081	2.52	3.46	0.8765
fils	5.33	1.38	0.6096	5.20	3.57	0.4089
fin	5.68	1.26	0.3979	3.00	3.65	0.6190
finale	5.01	1.49	0.9968	2.87	2.66	-0.3661
finance	4.63	1.30	-0.8203	2.94	2.25	-0.7829
financement	4.23	1.45	0.0534	2.50	1.80	-0.6417
financier	4.08	1.37	-0.5927	3.22	2.89	-0.4254
finesse	2.79	1.19	-1.1041	2.66	2.22	-0.5266
fiole	2.13	1.23	0.2700	3.43	4.88	2.1794
fiord	1.54	0.96	0.1035	2.38	3.92	1.6520
firmament	2.37	1.36	0.7109	3.65	4.54	1.5013
fisc	1.51	0.73	-0.8573	1.54	0.94	0.4515
fissure	3.07	1.34	-0.4057	4.72	3.35	-0.1399
fiston	2.52	1.51	1.6113	3.76	3.76	0.3318
flacon	3.22	1.46	0.3620	5.29	2.46	-0.6995
flamand	2.14	1.05	-0.8528	4.13	5.29	2.7084
flambeau	2.80	1.21	-0.9882	5.65	2.96	0.1137
flambée	2.70	1.30	-0.2462	4.25	3.65	0.1216
flammèche	2.48	1.38	0.6680	4.62	4.24	1.0219
flanc	2.11	1.12	-0.3826	3.14	3.53	0.3626
flaque	3.27	1.32	-0.7223	5.39	2.89	-0.2128
flasque	2.38	1.17	-0.5979	3.72	4.71	1.7570
fléau	2.40	1.37	0.7310	2.26	2.37	0.0951
flèche	3.91	1.42	-0.2322	6.64	0.50	0.0402
fléchette	2.25	1.16	-0.4193	4.95	4.58	1.6926
fleur	5.04	1.21	-0.9953	6.84	0.18	0.3762
fleuriste	3.77	1.41	-0.2949	5.63	1.64	-0.9780
fleuve	4.15	1.38	-0.5033	6.22	0.94	-0.5405
flic	2.63	1.58	2.0211	4.79	4.16	0.9665
flirt	4.25	1.70	2.1756	3.80	2.79	-0.8061
floraison	2.49	1.15	-0.9114	4.06	2.82	-0.8186
flore	2.61	1.19	-0.8501	4.26	3.69	0.1718
flottage	2.59	1.37	0.4180	3.93	3.28	-0.3139
fluidité	3.11	1.50	0.7762	3.22	2.40	-0.8805
flux	2.87	1.44	0.5608	2.65	2.34	-0.4184
foi	3.97	1.77	2.7674	3.04	3.72	0.6853
foire	3.81	1.41	-0.3010	4.69	3.31	-0.1945
folie	4.50	1.26	-1.1916	3.26	2.59	-0.7406
fonctionnaire	4.08	1.53	0.6534	3.30	2.96	-0.4080
fondation	3.90	1.37	-0.6067	3.74	2.59	-0.9754
fonte	2.80	1.57	1.6995	3.15	3.31	0.0870
force	5.19	1.25	-0.5247	3.14	2.22	-0.9714
forêt	4.78	1.33	-0.4730	6.66	0.42	0.0631
foreuse	2.02	1.18	0.1810	3.01	5.11	2.8645
format	4.51	1.27	-1.1170	2.92	1.99	-0.9606
formule	4.69	1.29	-0.8388	3.65	3.46	-0.0182
forteresse	2.97	1.50	0.9188	5.09	3.61	0.3788
forum	3.43	1.70	2.2539	3.88	3.53	0.0061
fosse	2.56	1.33	0.1746	4.29	3.84	0.3801
fossé	3.08	1.21	-1.3058	5.05	3.28	-0.0530
fossile	2.97	1.27	-0.7922	5.87	2.13	-0.3736
foudre	3.18	1.25	-1.1330	5.04	3.53	0.2509
fouet	3.30	1.37	-0.3832	6.26	1.30	-0.3384
fougère	2.84	1.32	-0.2917	5.77	2.69	-0.0194
fougue	1.91	1.07	-0.2352	2.38	2.37	-0.0669
fouille	3.60	1.35	-0.6930	3.72	2.96	-0.6103
fouine	2.29	1.42	1.3059	3.08	4.12	1.2009
foulard	4.80	1.49	0.7588	6.60	0.56	-0.0202
foulure	2.42	1.27	-0.0129	3.43	3.06	-0.3738
four	4.80	1.52	1.0013	6.61	0.49	-0.0159
fourberie	1.59	0.82	-0.7018	2.00	1.88	0.1113
fourche	2.76	1.27	-0.5358	5.50	2.76	-0.2444
fourchette	5.26	1.57	2.0040	6.87	0.20	0.4361
fourmi	3.72	1.64	1.5993	6.68	0.38	0.0941
fourneau	4.48	1.54	0.9008	6.17	1.25	-0.4929
fournisseur	3.63	1.49	0.3642	3.16	3.17	-0.0850
fourre-tout	1.90	1.07	-0.2119	3.18	4.20	1.2448
fourrure	4.04	1.29	-1.1705	6.22	0.98	-0.5272
fracas	2.28	0.85	-2.1500	3.22	2.99	-0.3186
fraction	4.02	1.34	-0.8199	4.12	3.65	0.1203
fracture	4.07	1.27	-1.3035	5.02	2.89	-0.4919
fraîcheur	4.02	1.23	-1.5791	3.25	2.37	-0.9270
framboise	4.08	1.48	0.2492	6.95	0.04	0.5890
framboisier	2.51	1.23	-0.4329	6.25	0.98	-0.4820
franchise	3.45	1.27	-1.1870	2.69	2.46	-0.3570
frange	2.05	1.13	-0.1946	3.80	4.58	1.5212
fraternisation	2.02	0.97	-1.0316	2.66	2.02	-0.6788
frayeur	2.45	1.46	1.3286	2.95	2.13	-0.8834
frégate	1.48	0.81	-0.4424	2.12	3.76	1.8037
frêne	2.02	1.03	-0.7093	3.16	4.54	1.7749
fréquence	4.47	1.46	0.2498	2.94	2.76	-0.3365
friabilité	1.58	0.88	-0.4008	1.81	1.02	-0.0126
friandise	3.36	1.42	-0.0496	5.84	1.88	-0.5906
fric	2.38	1.54	2.0949	4.22	4.93	2.0570
friche	1.84	1.19	0.6586	1.75	1.69	0.4123
friction	3.48	1.31	-0.9257	3.70	2.07	-1.3889
frigidaire	5.32	1.50	1.5215	6.86	0.12	0.4116
frigidité	2.69	1.36	0.1966	2.56	2.50	-0.1829
frigo	4.33	1.76	2.7670	6.74	0.27	0.1921
frileux	3.86	1.58	1.0590	3.66	2.76	-0.7937
fringues	2.08	1.17	-0.0118	3.22	4.62	1.8703
fripe	2.22	1.29	0.4945	2.47	3.53	1.0299
frisson	4.46	1.56	1.0546	4.59	3.88	0.4926
frissonnement	2.93	1.37	-0.0383	4.04	2.99	-0.6419
froideur	3.27	1.35	-0.5072	3.40	2.62	-0.7967
froissure	2.13	1.27	0.5386	3.15	3.20	-0.0375
fromage	5.47	1.26	-0.0026	6.72	0.31	0.1592
fronde	1.97	1.09	-0.2565	2.47	3.80	1.3768
frottement	3.77	1.30	-1.0954	4.13	2.89	-0.7543
fuel	2.45	1.80	4.3053	3.30	4.71	1.9594
fuite	3.50	1.16	-1.9307	3.77	2.37	-1.1775
fumier	3.25	1.54	0.9827	4.98	3.28	-0.0961
fumiste	1.54	1.00	0.3141	2.55	3.88	1.3862
fureur	3.40	1.43	0.0019	2.85	2.79	-0.2202
furie	2.68	1.25	-0.5601	2.90	3.10	0.0530
fusée	3.34	1.37	-0.4110	6.51	0.62	-0.1638
fusil	4.09	1.52	0.5734	6.70	0.35	0.1262
fusion	3.64	1.40	-0.3377	3.45	3.03	-0.4219
futur	5.38	1.29	0.0469	2.98	3.31	0.2241
futuriste	2.55	1.07	-1.4854	3.08	3.06	-0.1401
gâchis	2.50	1.21	-0.5476	3.28	2.69	-0.6629
gaffe	3.62	1.73	2.4430	3.09	2.19	-0.9560
gaieté	2.91	1.32	-0.3763	3.15	2.72	-0.5409
gain	3.71	1.42	-0.2062	3.12	2.62	-0.6108
gaine	2.54	1.56	1.9914	3.45	4.24	1.1376
gala	3.36	1.47	0.3385	4.49	2.72	-0.8836
galaxie	3.35	1.48	0.4242	5.23	2.86	-0.3801
galère	2.00	0.96	-1.0393	3.14	4.45	1.6553
galerie	4.12	1.40	-0.3614	5.26	2.76	-0.4560
galette	3.37	1.66	1.9291	5.80	2.43	-0.2154
galop	2.41	1.32	0.3523	4.79	2.56	-0.9323
galopin	1.62	1.06	0.4297	2.45	3.39	0.8732
gamelle	2.18	1.38	1.2194	3.58	6.15	4.5712
gamin	2.76	1.42	0.5478	4.81	2.79	-0.7071
gangue	1.50	0.87	-0.2279	1.53	1.04	0.5055
garage	5.22	1.33	0.0740	6.30	1.00	-0.3983
garantie	4.67	1.30	-0.7867	2.79	2.28	-0.6160
garce	2.29	1.55	2.3428	2.43	3.46	0.9878
garçon	5.87	0.96	-0.9846	6.32	1.02	-0.3600
garde	3.73	1.64	1.5970	3.54	3.13	-0.3519
garderie	4.45	1.62	1.5609	5.70	1.82	-0.7893
gardien	4.38	1.38	-0.4125	4.88	2.56	-0.8887
gare	2.97	1.24	-0.9944	5.60	2.16	-0.6595
garniture	3.52	1.44	0.0149	4.94	2.28	-1.0953
gars	5.97	1.14	0.2610	6.50	0.64	-0.1773
gâteau	5.09	1.35	0.0331	6.73	0.34	0.1804
gâterie	3.77	1.50	0.4085	4.33	3.53	-0.0155
gaze	2.44	1.65	2.9326	2.97	4.84	2.4294
gazelle	2.28	1.11	-0.7815	6.21	1.35	-0.3922
geai	1.92	1.18	0.4063	4.12	6.00	4.1279
geisha	1.58	0.91	-0.2566	3.26	6.10	4.6394
gélatine	2.78	1.15	-1.3423	5.41	2.72	-0.3606
gelée	4.30	1.61	1.3959	4.87	3.13	-0.3185
gencive	3.62	1.56	0.9410	5.94	2.50	0.0127
gendarme	2.72	1.32	-0.1335	5.05	2.66	-0.7010
générateur	3.22	1.50	0.6800	3.62	3.39	-0.0958
génération	4.58	1.37	-0.3577	3.06	2.31	-0.8368
genèse	2.40	1.52	1.8952	2.44	2.37	-0.1439
génie	4.43	1.26	-1.2354	3.92	2.25	-1.3123
genou	4.75	1.49	0.7096	6.75	0.30	0.2141
genouillère	2.00	1.02	-0.7202	4.77	4.54	1.5335
gentillesse	4.18	1.31	-1.0006	2.97	2.56	-0.5465
gerbe	1.82	0.88	-1.0165	3.09	4.08	1.1344
germanisation	1.58	0.85	-0.5402	2.29	2.37	0.0536
gestation	2.79	1.53	1.3795	2.66	2.79	-0.0241
gestionnaire	3.72	1.51	0.4996	3.41	3.76	0.4813
gibier	2.37	1.00	-1.5707	4.94	4.49	1.5506
gigot	1.66	0.90	-0.5178	3.23	4.71	2.0056
gilet	4.59	1.65	1.9208	6.35	1.00	-0.3198
girafe	3.26	1.59	1.3953	6.98	0.01	0.6499
girouette	2.43	1.13	-0.9325	5.16	3.69	0.5258
gîte	2.23	1.13	-0.5649	3.94	4.75	1.7750
glacier	3.56	1.34	-0.7494	6.19	1.17	-0.5012
glacière	3.31	1.43	0.0609	6.09	1.49	-0.4940
glaçon	4.11	1.52	0.5775	6.39	1.00	-0.2556
glaise	2.55	1.32	0.1192	4.72	4.28	1.1204
glaive	1.47	0.81	-0.4142	2.31	4.16	2.0890
gland	2.68	1.42	0.6588	4.87	3.92	0.6612
glande	3.63	1.37	-0.5575	4.23	3.72	0.2205
glas	1.61	0.93	-0.2384	2.00	2.79	0.8619
glissade	3.69	1.42	-0.2011	6.35	0.85	-0.3698
glissière	2.14	1.21	0.1183	4.15	4.00	0.5942
globe	3.77	1.54	0.7350	5.94	1.61	-0.6277
globule	3.13	1.50	0.7577	4.43	2.79	-0.8317
glotte	1.91	1.31	1.2988	3.09	4.97	2.5596
goéland	2.74	1.70	2.9210	5.90	3.88	1.5190
gonflement	3.13	1.31	-0.6762	4.61	2.02	-1.4406
gorgée	4.61	1.43	0.1167	4.51	3.13	-0.4549
gorille	3.19	1.52	0.8670	6.67	0.74	0.1463
goudron	2.83	1.31	-0.3498	5.13	3.65	0.4549
gouffre	2.31	1.47	1.6565	3.84	4.37	1.1772
gourmet	3.09	1.38	-0.1330	3.33	2.53	-0.8431
goût	5.36	1.17	-0.7793	3.15	3.39	0.1735
goûter	4.73	1.53	1.0151	3.83	3.10	-0.4934
gouttelette	2.87	1.30	-0.4694	6.05	2.34	0.0264
gouvernail	2.13	1.08	-0.6605	4.69	3.84	0.4733
gouvernante	2.77	1.41	0.4584	4.08	3.28	-0.3320
gradient	2.74	1.55	1.6118	2.61	2.92	0.1682
gradin	2.30	1.25	0.0682	4.63	4.24	1.0252
graffiti	3.56	1.34	-0.7494	6.20	1.14	-0.4952
graissage	2.47	1.34	0.3925	3.84	2.92	-0.6801
grammaire	4.55	1.52	0.7842	3.47	3.10	-0.3567
grandeur	5.14	1.13	-1.3634	3.65	2.79	-0.7574
grange	3.44	1.52	0.6917	6.18	1.56	-0.3252
granit	2.45	1.56	2.1396	3.88	3.65	0.1501
granule	2.59	1.34	0.1996	4.26	3.69	0.1718
graphique	4.65	1.48	0.5401	5.41	2.16	-0.8444
graphisme	2.84	1.20	-1.1038	3.36	3.03	-0.3717
gratitude	3.53	1.39	-0.3697	2.41	2.02	-0.3806
gravier	2.83	1.22	-0.9613	4.88	4.12	0.9507
gravité	3.95	1.46	0.0775	3.06	2.02	-1.0612
gravure	2.87	1.19	-1.2050	4.58	2.89	-0.6938
grec	3.68	1.51	0.5099	3.78	3.53	0.0309
grenade	3.06	1.30	-0.6794	6.32	1.00	-0.3671
grenat	1.69	1.05	0.1899	2.34	3.39	1.0156
grenouille	3.47	1.65	1.7822	6.92	0.06	0.5289
grief	2.60	1.38	0.4765	2.20	2.02	-0.0949
griffe	3.37	1.51	0.6522	5.84	2.50	-0.1127
gril	2.84	1.60	1.9040	4.43	3.96	0.5625
grill	3.41	1.63	1.6395	5.02	3.76	0.5334
grillage	3.32	1.29	-0.9688	5.40	2.43	-0.6324
grille	4.16	1.46	0.1095	5.54	2.25	-0.6514
grille-pain	4.27	1.64	1.6452	6.78	0.25	0.2657
grillon	2.27	1.60	2.8037	3.54	5.15	2.6003
grimace	4.00	1.45	0.0023	5.84	1.66	-0.7235
grog	1.10	0.34	-0.7394	1.34	0.58	0.7524
grognement	2.97	1.34	-0.3015	4.04	2.96	-0.6781
grondement	3.12	1.34	-0.4535	3.76	3.53	0.0368
grossesse	4.38	1.46	0.1977	5.65	2.34	-0.4635
grosseur	4.80	1.27	-0.8719	4.04	2.86	-0.7831
grotte	3.14	1.51	0.8294	6.02	2.37	0.0111
groupe	5.50	1.30	0.3265	4.62	2.50	-1.0552
groupement	3.76	1.46	0.0923	3.70	2.69	-0.8714
grue	2.16	0.94	-1.4816	5.11	4.45	1.5898
gruyère	1.94	1.19	0.4240	3.54	6.20	4.6973
guerre	5.08	1.23	-0.8118	5.70	1.99	-0.6780
gueule	4.20	1.40	-0.3395	5.48	2.86	-0.1641
guichet	4.65	1.58	1.3619	5.29	2.99	-0.1913
guidon	2.79	1.56	1.6285	5.20	4.71	2.0693
guillemet	3.77	1.58	1.0702	5.73	2.86	0.0974
guillotine	2.11	1.02	-0.9573	4.90	5.81	3.9160
guimauve	3.33	1.26	-1.1812	6.72	0.34	0.1618
guise	2.35	1.09	-1.0295	1.88	1.54	0.1022
guitare	5.02	1.34	-0.1306	6.91	0.10	0.5101
gymnaste	3.07	1.41	0.1113	5.55	2.50	-0.4351
gynécologie	2.54	1.32	0.1351	3.16	3.39	0.1661
habit	4.34	1.52	0.6577	5.63	2.25	-0.5586
habitacle	1.88	1.12	0.1291	2.94	3.69	0.7211
habitation	4.15	1.40	-0.3540	5.18	2.56	-0.7006
habitude	5.09	1.04	-1.9567	2.24	1.32	-0.5605
hache	3.34	1.59	1.3378	6.58	0.96	0.0514
hachoir	2.13	0.95	-1.3693	3.77	4.49	1.3933
haie	3.00	1.25	-0.9600	4.95	3.92	0.7043
haine	3.93	1.42	-0.2323	3.04	2.62	-0.5471
haleine	4.70	1.51	0.8244	4.00	3.88	0.4391
haltère	2.75	1.42	0.5613	5.19	4.37	1.5162
hamac	3.12	1.52	0.9291	6.57	0.69	-0.0451
hamburger	5.12	1.55	1.6316	6.81	0.20	0.3193
hameçon	2.87	1.37	0.0325	6.33	1.08	-0.3215
hanche	3.98	1.58	1.0586	6.22	1.21	-0.4384
hangar	2.56	1.17	-0.8997	4.87	4.12	0.9456
harcèlement	4.08	1.30	-1.0946	3.15	2.31	-0.9067
hardes	1.39	0.66	-0.7762	1.83	2.76	1.1090
harem	1.94	1.09	-0.1883	3.16	4.93	2.4285
harmonica	2.68	1.35	0.1381	6.40	1.06	-0.2173
harmonie	3.91	1.34	-0.8252	3.09	3.13	-0.0711
harnais	2.34	1.24	-0.0727	4.76	3.96	0.6647
harpe	2.24	1.21	-0.0816	6.18	2.34	0.2107
hasard	4.65	1.17	-1.6661	2.38	1.49	-0.6682
hâte	5.11	1.66	2.5662	2.88	2.53	-0.4934
haussement	3.01	1.41	0.1724	2.94	2.25	-0.7829
hautbois	1.81	1.03	-0.2227	3.70	5.34	2.8750
hébergement	3.37	1.48	0.4113	4.23	3.03	-0.6100
hélice	3.01	1.52	1.0380	5.77	2.99	0.2846
hémisphère	3.70	1.51	0.5045	4.84	3.31	-0.1294
herbe	4.45	1.54	0.8820	6.77	0.26	0.2476
hérisson	2.36	1.18	-0.4989	5.54	4.41	1.8860
héritage	3.81	1.28	-1.2401	3.05	2.82	-0.3651
héritier	3.26	1.34	-0.5719	3.48	2.59	-0.8691
hermine	1.68	0.82	-0.9394	2.79	4.58	2.1662
hernie	2.50	1.47	1.3238	4.18	4.12	0.7672
héros	4.22	1.43	-0.1048	4.70	2.99	-0.5460
herse	1.41	0.73	-0.5731	1.56	1.46	0.6352
hésitation	4.18	1.27	-1.2778	2.83	1.96	-0.8951
hêtre	1.38	0.79	-0.2407	2.91	5.90	4.5015
heurt	1.90	1.04	-0.3819	1.70	1.14	0.2289
hibou	3.55	1.68	2.0124	6.87	0.14	0.4322
hic	2.22	1.35	0.9199	1.75	1.21	0.1668
hiérarchie	3.63	1.36	-0.6308	3.56	2.82	-0.6871
hiéroglyphe	1.61	0.80	-0.8424	4.04	5.62	3.3429
hindouisme	2.11	1.07	-0.6767	3.33	3.35	0.0077
hippocampe	2.47	1.03	-1.5806	5.98	2.56	0.1216
hippopotame	2.66	1.44	0.8414	6.85	0.14	0.3934
hirondelle	2.97	1.43	0.3680	6.63	0.49	0.0198
histoire	5.22	1.22	-0.6793	3.37	2.72	-0.6870
historienne	2.51	1.11	-1.1870	3.99	1.80	-1.6475
historique	4.00	1.39	-0.4553	2.83	2.62	-0.3579
hochet	2.38	1.20	-0.4069	4.87	4.88	2.1578
hockey	5.38	1.35	0.4723	6.12	1.82	-0.2566
homard	3.57	1.50	0.4668	6.70	0.76	0.2058
hommage	3.50	1.38	-0.4300	2.78	2.31	-0.5814
honneur	4.38	1.18	-1.7875	2.62	1.88	-0.7300
honte	4.62	1.43	0.1247	2.98	2.28	-0.7942
hôpital	5.29	1.35	0.3256	6.62	0.49	0.0019
hoquet	3.59	1.54	0.7855	4.44	3.46	-0.0905
horizon	4.15	1.39	-0.4289	5.05	3.42	0.1199
horloge	5.01	1.49	0.9968	6.84	0.16	0.3747
hormone	4.27	1.41	-0.2388	3.58	2.99	-0.5210
horoscope	4.43	1.46	0.2255	4.62	3.84	0.4486
horreur	4.31	1.29	-1.0919	3.51	2.92	-0.5608
hostilité	2.95	1.21	-1.1696	2.52	1.90	-0.5949
hotdog	4.64	1.48	0.5318	6.78	0.34	0.2746
hotte	1.91	1.07	-0.2352	3.71	4.75	1.8329
houille	1.36	0.68	-0.6160	1.84	2.79	1.1245
huard	2.40	1.08	-1.1771	5.44	5.20	3.1259
hublot	1.95	1.07	-0.3272	4.36	6.05	4.2444
huée	1.91	1.08	-0.1775	2.46	2.59	0.0241
huître	2.65	1.21	-0.7809	6.16	1.12	-0.5623
